"modis_date","calendar_date","band","tile","proc_date","pixel","data"
"A2015001","2015-01-01","250m_16_days_EVI","h10v05",2015295100906,1,1752
"A2015017","2015-01-17","250m_16_days_EVI","h10v05",2015295120407,1,1891
"A2015033","2015-02-02","250m_16_days_EVI","h10v05",2015296123001,1,1921
"A2015049","2015-02-18","250m_16_days_EVI","h10v05",2015296153120,1,1217
"A2015065","2015-03-06","250m_16_days_EVI","h10v05",2015298001525,1,1905
"A2015081","2015-03-22","250m_16_days_EVI","h10v05",2015298193120,1,2093
"A2015097","2015-04-07","250m_16_days_EVI","h10v05",2015299002855,1,3383
"A2015113","2015-04-23","250m_16_days_EVI","h10v05",2015299023629,1,4861
"A2015129","2015-05-09","250m_16_days_EVI","h10v05",2015299145324,1,6135
"A2015145","2015-05-25","250m_16_days_EVI","h10v05",2015301000742,1,6235
"A2015161","2015-06-10","250m_16_days_EVI","h10v05",2015301072002,1,6678
"A2015177","2015-06-26","250m_16_days_EVI","h10v05",2015301214656,1,5640
"A2015193","2015-07-12","250m_16_days_EVI","h10v05",2015304014338,1,5773
"A2015209","2015-07-28","250m_16_days_EVI","h10v05",2015304024814,1,4912
"A2015225","2015-08-13","250m_16_days_EVI","h10v05",2015305195538,1,4434
"A2015241","2015-08-29","250m_16_days_EVI","h10v05",2015305211630,1,4472
"A2015257","2015-09-14","250m_16_days_EVI","h10v05",2015306145531,1,3540
"A2015273","2015-09-30","250m_16_days_EVI","h10v05",2015307052019,1,3406
"A2015289","2015-10-16","250m_16_days_EVI","h10v05",2015317212020,1,2791
"A2015305","2015-11-01","250m_16_days_EVI","h10v05",2015335131719,1,1905
"A2015321","2015-11-17","250m_16_days_EVI","h10v05",2015343140030,1,1936
"A2015337","2015-12-03","250m_16_days_EVI","h10v05",2016004171558,1,1949
"A2015353","2015-12-19","250m_16_days_EVI","h10v05",2018222150526,1,2237
"A2016001","2016-01-01","250m_16_days_EVI","h10v05",2016029064312,1,1967
"A2016017","2016-01-17","250m_16_days_EVI","h10v05",2016035114640,1,1850
"A2016033","2016-02-02","250m_16_days_EVI","h10v05",2016050022947,1,2098
"A2016049","2016-02-18","250m_16_days_EVI","h10v05",2016109133545,1,2589
"A2016065","2016-03-05","250m_16_days_EVI","h10v05",2016111112520,1,1737
"A2016081","2016-03-21","250m_16_days_EVI","h10v05",2017097232633,1,2487
"A2016097","2016-04-06","250m_16_days_EVI","h10v05",2016114040350,1,1652
"A2016113","2016-04-22","250m_16_days_EVI","h10v05",2016130115757,1,4468
"A2016129","2016-05-08","250m_16_days_EVI","h10v05",2016147112956,1,5266
"A2016145","2016-05-24","250m_16_days_EVI","h10v05",2016166143911,1,5867
"A2016161","2016-06-09","250m_16_days_EVI","h10v05",2016183235846,1,5630
"A2016177","2016-06-25","250m_16_days_EVI","h10v05",2016200095710,1,6273
"A2016193","2016-07-11","250m_16_days_EVI","h10v05",2016215085221,1,4960
"A2016209","2016-07-27","250m_16_days_EVI","h10v05",2016229083157,1,4818
"A2016225","2016-08-12","250m_16_days_EVI","h10v05",2016243085238,1,4333
"A2016241","2016-08-28","250m_16_days_EVI","h10v05",2016263150723,1,3909
"A2016257","2016-09-13","250m_16_days_EVI","h10v05",2016274143829,1,3782
"A2016273","2016-09-29","250m_16_days_EVI","h10v05",2016292070337,1,3046
"A2016289","2016-10-15","250m_16_days_EVI","h10v05",2016306040200,1,2978
"A2016305","2016-10-31","250m_16_days_EVI","h10v05",2016322045205,1,2469
"A2016321","2016-11-16","250m_16_days_EVI","h10v05",2016340092724,1,2172
"A2016337","2016-12-02","250m_16_days_EVI","h10v05",2016357042353,1,2211
"A2016353","2016-12-18","250m_16_days_EVI","h10v05",2017010091258,1,1772
"A2017001","2017-01-01","250m_16_days_EVI","h10v05",2017020220522,1,1831
"A2017017","2017-01-17","250m_16_days_EVI","h10v05",2017034073722,1,2378
"A2017033","2017-02-02","250m_16_days_EVI","h10v05",2017053061231,1,1873
"A2017049","2017-02-18","250m_16_days_EVI","h10v05",2017066031455,1,1794
"A2017065","2017-03-06","250m_16_days_EVI","h10v05",2017082122328,1,1892
"A2017081","2017-03-22","250m_16_days_EVI","h10v05",2017111085116,1,2487
"A2017097","2017-04-07","250m_16_days_EVI","h10v05",2017116142448,1,2430
"A2017113","2017-04-23","250m_16_days_EVI","h10v05",2017131092543,1,4508
"A2017129","2017-05-09","250m_16_days_EVI","h10v05",2017145231820,1,5754
"A2017145","2017-05-25","250m_16_days_EVI","h10v05",2017164072215,1,4719
"A2017161","2017-06-10","250m_16_days_EVI","h10v05",2017178080449,1,5882
"A2017177","2017-06-26","250m_16_days_EVI","h10v05",2017194065820,1,5848
"A2017193","2017-07-12","250m_16_days_EVI","h10v05",2017209235113,1,4355
"A2017209","2017-07-28","250m_16_days_EVI","h10v05",2017234112345,1,4191
"A2017225","2017-08-13","250m_16_days_EVI","h10v05",2017250141543,1,4564
"A2017241","2017-08-29","250m_16_days_EVI","h10v05",2017262085605,1,3726
"A2017257","2017-09-14","250m_16_days_EVI","h10v05",2017276132717,1,3171
"A2017273","2017-09-30","250m_16_days_EVI","h10v05",2017290090305,1,2495
"A2017289","2017-10-16","250m_16_days_EVI","h10v05",2017310142428,1,2763
"A2017305","2017-11-01","250m_16_days_EVI","h10v05",2017325113413,1,2169
"A2017321","2017-11-17","250m_16_days_EVI","h10v05",2017337222235,1,1852
"A2017337","2017-12-03","250m_16_days_EVI","h10v05",2017353223128,1,1805
"A2017353","2017-12-19","250m_16_days_EVI","h10v05",2018004224132,1,1900
"A2018001","2018-01-01","250m_16_days_EVI","h10v05",2018017224128,1,1777
"A2018017","2018-01-17","250m_16_days_EVI","h10v05",2018033223854,1,1686
"A2018033","2018-02-02","250m_16_days_EVI","h10v05",2018049222951,1,1707
"A2018049","2018-02-18","250m_16_days_EVI","h10v05",2018066165426,1,1746
"A2018065","2018-03-06","250m_16_days_EVI","h10v05",2018082151645,1,1964
"A2018081","2018-03-22","250m_16_days_EVI","h10v05",2018097234619,1,1726
"A2018097","2018-04-07","250m_16_days_EVI","h10v05",2018113234015,1,2036
"A2018113","2018-04-23","250m_16_days_EVI","h10v05",2018129234602,1,4693
"A2018129","2018-05-09","250m_16_days_EVI","h10v05",2018151110422,1,6267
"A2018145","2018-05-25","250m_16_days_EVI","h10v05",2018162000953,1,6519
"A2018161","2018-06-10","250m_16_days_EVI","h10v05",2018177235300,1,5316
"A2018177","2018-06-26","250m_16_days_EVI","h10v05",2018197102812,1,5050
"A2018193","2018-07-12","250m_16_days_EVI","h10v05",2018210002137,1,4975
"A2018209","2018-07-28","250m_16_days_EVI","h10v05",2018227125409,1,4899
"A2018225","2018-08-13","250m_16_days_EVI","h10v05",2018241235559,1,5286
"A2018241","2018-08-29","250m_16_days_EVI","h10v05",2018257235033,1,5417
"A2018257","2018-09-14","250m_16_days_EVI","h10v05",2018282130543,1,4673
"A2018273","2018-09-30","250m_16_days_EVI","h10v05",2018295111449,1,3728
"A2018289","2018-10-16","250m_16_days_EVI","h10v05",2018313120029,1,3769
"A2018305","2018-11-01","250m_16_days_EVI","h10v05",2018321224902,1,2354
"A2018321","2018-11-17","250m_16_days_EVI","h10v05",2018338084017,1,2360
"A2018337","2018-12-03","250m_16_days_EVI","h10v05",2018365153636,1,1952
"A2018353","2018-12-19","250m_16_days_EVI","h10v05",2019009042828,1,2009
