"modis_date","calendar_date","band","tile","proc_date","pixel","data"
"A2018097","2018-04-07","250m_16_days_NDVI","h11v04",2018113234041,1,-49
"A2018113","2018-04-23","250m_16_days_NDVI","h11v04",2018130000851,1,3977
"A2018129","2018-05-09","250m_16_days_NDVI","h11v04",2018151110709,1,4676
"A2018145","2018-05-25","250m_16_days_NDVI","h11v04",2018162001100,1,9025
"A2018161","2018-06-10","250m_16_days_NDVI","h11v04",2018177235718,1,9452
"A2018177","2018-06-26","250m_16_days_NDVI","h11v04",2018197102836,1,9278
"A2018193","2018-07-12","250m_16_days_NDVI","h11v04",2018210001420,1,9171
"A2018209","2018-07-28","250m_16_days_NDVI","h11v04",2018227125238,1,9210
"A2018225","2018-08-13","250m_16_days_NDVI","h11v04",2018241235456,1,9197
"A2018241","2018-08-29","250m_16_days_NDVI","h11v04",2018257235704,1,9025
"A2018257","2018-09-14","250m_16_days_NDVI","h11v04",2018282125820,1,8783
"A2018273","2018-09-30","250m_16_days_NDVI","h11v04",2018295111355,1,4474
"A2018289","2018-10-16","250m_16_days_NDVI","h11v04",2018313120024,1,4992
"A2018305","2018-11-01","250m_16_days_NDVI","h11v04",2018321224540,1,2264
"A2018321","2018-11-17","250m_16_days_NDVI","h11v04",2018338084156,1,871
"A2018337","2018-12-03","250m_16_days_NDVI","h11v04",2018365153505,1,2358
"A2018353","2018-12-19","250m_16_days_NDVI","h11v04",2019009042846,1,2463
